age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heures_supplementaires,augmentation_salaire_precedente,distance_domicile_travail_qcut,tranche_age,ratio_stagnation,ratio_sous_responsable,age_revenu,satisfaction_moyenne,interaction_satisfaction_anciennete,taux_de_formation,heures_supplementaires_binaire,interaction_distance_heures_sup,delta_evaluation,revenu_stable,delta_eval_x_revenu_stable,frequence_deplacement_num,surmenage_transports
41,F,2778,Divorcé(e),Consulting,Consultant,4,10,7,7,1,1,1,2,4,Infra & Cloud,Occasionnel,1,0,2,1,1,4,3,2,3,Oui,0.13,proche,Intermédiaire,0.875,0.0,113898,2.75,19.25,0.125,1,2,2,1,2,1,2
28,F,2377,Divorcé(e),Consulting,Assistant de Direction,5,6,2,2,0,1,2,9,3,Transformation Digitale,Occasionnel,2,2,3,3,1,3,2,3,3,Non,0.18,moyen_loin,Junior,0.6666666666666666,0.6666666666666666,66556,2.75,5.5,0.6666666666666666,0,0,0,1,0,1,0
39,M,2404,Marié(e),Consulting,Consultant,7,8,2,2,1,0,2,6,3,Transformation Digitale,Occasionnel,2,2,4,3,1,1,4,1,4,Oui,0.21,moyen_proche,Intermédiaire,0.6666666666666666,0.6666666666666666,93756,2.5,5.0,0.6666666666666666,1,6,1,1,1,1,6
27,F,2318,Célibataire,Consulting,Assistant de Direction,1,1,1,1,0,0,2,4,3,Infra & Cloud,Occasionnel,0,0,2,3,1,3,3,3,3,Non,0.19,moyen_proche,Junior,0.5,0.0,62586,2.75,2.75,1.0,0,0,0,1,0,1,0
34,M,2008,Divorcé(e),Consulting,Consultant,1,1,1,0,0,2,3,10,3,Infra & Cloud,Occasionnel,1,0,2,3,1,2,2,3,3,Non,0.14,moyen_loin,Junior,0.0,0.0,68272,2.25,2.25,1.5,0,0,0,1,0,1,0
42,F,6244,Célibataire,Commercial,Cadre Commercial,7,10,5,4,0,0,6,14,2,Transformation Digitale,Occasionnel,0,3,3,2,2,3,1,3,3,Non,0.17,moyen_loin,Intermédiaire,0.6666666666666666,0.5,262248,2.5,12.5,1.0,0,0,1,0,0,1,0
33,M,2799,Célibataire,Consulting,Assistant de Direction,3,6,3,2,0,0,1,1,4,Autre,Occasionnel,0,2,3,2,1,1,2,3,3,Oui,0.11,proche,Junior,0.5,0.5,92367,2.25,6.75,0.25,1,1,1,1,1,1,1
58,F,10552,Divorcé(e),Consulting,Manager,2,24,6,0,0,1,3,5,3,Entrepreunariat,Occasionnel,0,4,3,2,3,2,4,3,3,Oui,0.13,moyen_proche,Senior,0.0,0.5714285714285714,612016,3.0,18.0,0.42857142857142855,1,5,1,0,0,1,5
31,M,2329,Marié(e),Commercial,Représentant Commercial,3,13,7,7,0,0,2,7,4,Infra & Cloud,Occasionnel,5,2,2,2,1,3,2,4,3,Non,0.15,moyen_proche,Junior,0.875,0.25,72199,2.75,19.25,0.25,0,0,1,1,1,1,0
35,F,4014,Marié(e),Consulting,Manager,1,10,10,6,0,1,2,21,1,Infra & Cloud,Occasionnel,0,7,4,3,2,4,4,1,4,Oui,0.25,loin,Intermédiaire,0.5454545454545454,0.6363636363636364,140490,3.25,32.5,0.18181818181818182,1,21,1,1,1,1,21
49,F,7403,Marié(e),Consulting,Consultant,4,29,26,9,0,1,3,8,2,Autre,Occasionnel,1,7,1,3,3,2,3,2,3,Non,0.11,moyen_loin,Senior,0.3333333333333333,0.25925925925925924,362747,2.0,52.0,0.1111111111111111,0,0,0,0,0,1,0
48,M,2259,Marié(e),Consulting,Assistant de Direction,4,13,0,0,0,2,2,20,4,Transformation Digitale,Occasionnel,0,0,4,3,1,3,1,2,3,Non,0.17,loin,Senior,0.0,0.0,108432,2.5,0.0,2.0,0,0,0,1,0,1,0
31,F,6932,Marié(e),Commercial,Cadre Commercial,1,9,9,8,0,1,2,20,2,Marketing,Aucun,0,0,4,3,2,3,4,2,3,Non,0.13,loin,Junior,0.8,0.0,214892,3.25,29.25,0.2,0,0,0,0,0,0,0
36,M,4678,Célibataire,Consulting,Assistant de Direction,2,8,6,2,0,0,6,7,4,Autre,Occasionnel,0,1,2,3,1,4,3,3,3,Non,0.18,moyen_proche,Intermédiaire,0.2857142857142857,0.14285714285714285,168408,3.0,18.0,0.8571428571428571,0,0,0,1,0,1,0
38,F,13582,Marié(e),Consulting,Directeur Technique,1,15,15,12,0,1,3,1,3,Entrepreunariat,Occasionnel,5,11,4,3,3,1,2,3,3,Non,0.13,proche,Intermédiaire,0.75,0.6875,516116,2.5,37.5,0.1875,0,0,0,0,0,1,0
32,F,2332,Marié(e),Consulting,Consultant,6,5,3,0,0,0,3,1,3,Infra & Cloud,Aucun,0,2,3,2,1,2,3,3,4,Non,0.2,proche,Junior,0.0,0.5,74624,2.75,8.25,0.75,0,0,2,1,2,0,0
25,M,2413,Marié(e),Commercial,Représentant Commercial,1,1,1,0,1,3,2,19,2,Marketing,Occasionnel,0,0,3,2,1,2,3,3,3,Oui,0.18,loin,Junior,0.0,0.0,60325,2.75,2.75,1.0,1,19,1,1,1,1,19
40,M,9705,Divorcé(e),Commercial,Cadre Commercial,2,11,1,0,0,1,2,10,4,Marketing,Occasionnel,0,0,1,2,3,2,2,2,3,Non,0.12,moyen_loin,Intermédiaire,0.0,0.0,388200,1.75,1.75,1.0,0,0,1,0,0,1,0
26,M,4294,Célibataire,Commercial,Cadre Commercial,1,7,7,7,0,0,2,1,3,Transformation Digitale,Frequent,0,7,3,2,2,1,2,3,3,Non,0.12,proche,Junior,0.875,0.875,111644,2.25,15.75,0.25,0,0,1,1,1,2,0
41,M,4721,Célibataire,Consulting,Consultant,2,20,18,13,0,0,3,6,3,Transformation Digitale,Occasionnel,2,17,4,3,1,1,3,3,3,Oui,0.13,moyen_proche,Intermédiaire,0.6842105263157895,0.8947368421052632,193561,2.75,49.5,0.15789473684210525,1,6,0,1,0,1,6
36,M,2519,Célibataire,Consulting,Consultant,4,16,11,8,0,0,6,2,4,Transformation Digitale,Occasionnel,3,9,3,3,1,3,3,3,4,Non,0.21,proche,Intermédiaire,0.6666666666666666,0.75,90684,3.0,33.0,0.5,0,0,1,1,1,1,0
19,M,2121,Célibataire,Commercial,Représentant Commercial,1,1,1,0,1,0,3,21,3,Autre,Occasionnel,0,0,4,2,1,2,2,4,3,Oui,0.13,loin,Junior,0.0,0.0,40299,3.0,3.0,1.5,1,21,1,1,1,1,21
20,M,2973,Célibataire,Consulting,Consultant,1,1,1,0,1,0,2,4,3,Entrepreunariat,Occasionnel,0,0,1,3,1,1,2,3,3,Non,0.19,moyen_proche,Junior,0.0,0.0,59460,1.75,1.75,1.0,0,0,0,1,0,1,0
31,F,5855,Marié(e),Consulting,Manager,0,10,9,7,0,2,2,12,3,Transformation Digitale,Occasionnel,8,5,4,3,2,4,3,1,3,Oui,0.11,moyen_loin,Junior,0.7,0.5,181505,3.0,27.0,0.2,1,12,0,0,0,1,12
40,M,3617,Divorcé(e),Consulting,Assistant de Direction,8,3,1,1,0,1,2,9,4,Transformation Digitale,Frequent,0,0,4,3,1,2,4,3,3,Oui,0.14,moyen_loin,Intermédiaire,0.5,0.0,144680,3.25,3.25,1.0,1,9,0,1,0,2,18
32,F,6725,Marié(e),Consulting,Tech Lead,1,8,8,7,0,1,2,3,4,Transformation Digitale,Occasionnel,6,3,3,3,2,1,3,4,3,Non,0.12,moyen_proche,Junior,0.7777777777777778,0.3333333333333333,215200,2.75,22.0,0.2222222222222222,0,0,0,0,0,1,0
36,M,10325,Marié(e),Commercial,Cadre Commercial,1,16,16,7,1,1,6,3,1,Infra & Cloud,Occasionnel,3,7,3,2,3,4,1,3,3,Oui,0.11,moyen_proche,Intermédiaire,0.4117647058823529,0.4117647058823529,371700,2.75,44.0,0.35294117647058826,1,3,1,0,0,1,3
33,F,6949,Célibataire,Consulting,Manager,0,6,5,0,0,0,3,1,3,Infra & Cloud,Occasionnel,1,4,2,2,2,4,1,3,3,Non,0.14,proche,Junior,0.0,0.6666666666666666,229317,2.5,12.5,0.5,0,0,1,0,0,1,0
37,M,10609,Marié(e),Commercial,Cadre Commercial,5,17,14,1,1,0,2,1,4,Infra & Cloud,Occasionnel,11,7,1,2,3,3,3,1,3,Non,0.11,proche,Intermédiaire,0.06666666666666667,0.4666666666666667,392533,2.0,28.0,0.13333333333333333,0,0,1,0,0,1,0
45,M,4447,Marié(e),Consulting,Consultant,1,9,9,7,0,0,5,4,2,Infra & Cloud,Aucun,0,8,3,3,2,2,2,2,3,Non,0.12,moyen_proche,Intermédiaire,0.7,0.8,200115,2.25,20.25,0.5,0,0,0,1,0,0,0
29,F,2157,Marié(e),Commercial,Représentant Commercial,1,3,3,1,0,1,5,20,3,Entrepreunariat,Frequent,0,2,3,3,1,4,2,3,3,Non,0.15,loin,Junior,0.25,0.5,62553,3.0,9.0,1.25,0,0,0,1,0,2,0
35,F,4601,Marié(e),Commercial,Cadre Commercial,1,5,5,2,0,0,3,18,3,Transformation Digitale,Occasionnel,1,0,3,3,2,3,2,3,3,Non,0.16,loin,Intermédiaire,0.3333333333333333,0.0,161035,2.75,13.75,0.5,0,0,0,1,0,1,0
52,M,17099,Marié(e),Consulting,Senior Manager,2,26,9,8,0,1,2,1,2,Infra & Cloud,Occasionnel,7,8,4,3,4,4,2,2,3,Non,0.15,proche,Senior,0.8,0.8,889148,3.0,27.0,0.2,0,0,0,0,0,1,0
58,M,2479,Célibataire,Consulting,Assistant de Direction,4,7,1,0,1,0,4,2,3,Entrepreunariat,Occasionnel,0,0,4,3,1,3,1,3,4,Non,0.24,proche,Senior,0.0,0.0,143782,2.75,2.75,2.0,0,0,1,1,1,1,0
53,M,14852,Divorcé(e),Commercial,Senior Manager,6,22,17,13,0,1,3,2,2,Transformation Digitale,Occasionnel,15,2,3,3,4,3,3,4,3,Non,0.13,proche,Senior,0.7222222222222222,0.1111111111111111,787156,3.25,55.25,0.16666666666666666,0,0,0,0,0,1,0
30,M,7264,Divorcé(e),Commercial,Cadre Commercial,5,10,8,4,0,1,2,8,2,Autre,Occasionnel,7,7,3,3,3,3,1,4,3,Non,0.11,moyen_loin,Junior,0.4444444444444444,0.7777777777777778,217920,2.75,22.0,0.2222222222222222,0,0,0,0,0,1,0
38,F,5666,Célibataire,Commercial,Cadre Commercial,1,6,5,3,0,0,1,10,3,Entrepreunariat,Aucun,1,3,3,3,2,4,2,3,3,Oui,0.13,moyen_loin,Intermédiaire,0.5,0.5,215308,3.0,15.0,0.16666666666666666,1,10,0,0,0,0,0
35,M,7823,Divorcé(e),Commercial,Cadre Commercial,6,12,10,9,0,1,2,3,4,Infra & Cloud,Occasionnel,0,8,4,3,3,4,2,3,3,Non,0.13,moyen_proche,Intermédiaire,0.8181818181818182,0.7272727272727273,273805,3.25,32.5,0.18181818181818182,0,0,0,0,0,1,0
39,M,7880,Célibataire,Commercial,Cadre Commercial,0,9,8,7,0,0,3,2,5,Infra & Cloud,Occasionnel,0,7,1,4,3,3,4,3,3,Non,0.18,proche,Intermédiaire,0.7777777777777778,0.7777777777777778,307320,2.75,22.0,0.3333333333333333,0,0,-1,0,0,1,0
40,F,13194,Célibataire,Commercial,Cadre Commercial,4,22,1,0,1,0,2,24,3,Infra & Cloud,Aucun,0,0,2,4,4,2,4,2,3,Oui,0.16,loin,Intermédiaire,0.0,0.0,527760,2.5,2.5,1.0,1,24,-1,0,0,0,0
47,M,5067,Divorcé(e),Consulting,Tech Lead,1,20,19,10,0,0,3,16,4,Transformation Digitale,Frequent,2,7,3,4,2,3,3,4,3,Oui,0.19,loin,Senior,0.5,0.35,238149,3.25,61.75,0.15,1,16,-1,0,0,2,32
36,M,5079,Divorcé(e),Commercial,Cadre Commercial,4,12,7,7,0,2,3,8,4,Entrepreunariat,Aucun,0,7,1,3,2,4,4,3,3,Non,0.13,moyen_loin,Intermédiaire,0.875,0.875,182844,3.0,21.0,0.375,0,0,0,0,0,0,0
31,M,2321,Célibataire,Consulting,Assistant de Direction,0,4,3,2,1,0,0,9,2,Transformation Digitale,Aucun,1,2,3,2,1,1,1,3,4,Oui,0.22,moyen_loin,Junior,0.5,0.5,71951,2.0,6.0,0.0,1,9,2,1,2,0,0
33,M,17444,Célibataire,Commercial,Senior Manager,1,10,10,8,0,0,2,17,3,Infra & Cloud,Aucun,6,0,4,3,4,3,4,3,3,Non,0.11,loin,Junior,0.7272727272727273,0.0,575652,3.5,35.0,0.18181818181818182,0,0,0,0,0,0,0
29,F,2404,Célibataire,Consulting,Assistant de Direction,6,3,0,0,1,0,5,10,3,Infra & Cloud,Occasionnel,0,0,4,2,1,1,3,3,4,Oui,0.2,moyen_loin,Junior,0.0,0.0,69716,2.75,0.0,5.0,1,10,2,1,2,1,10
33,F,3452,Célibataire,Consulting,Assistant de Direction,3,5,3,2,0,0,4,13,1,Infra & Cloud,Occasionnel,0,2,2,3,1,4,1,3,3,Non,0.18,moyen_loin,Junior,0.5,0.5,113916,2.5,7.5,1.0,0,0,0,1,0,1,0
45,F,2270,Divorcé(e),Consulting,Consultant,3,8,5,3,0,2,2,1,4,Transformation Digitale,Occasionnel,0,2,4,3,1,4,4,3,3,Non,0.14,proche,Intermédiaire,0.5,0.3333333333333333,102150,3.75,18.75,0.3333333333333333,0,0,0,1,0,1,0
50,M,17399,Divorcé(e),Consulting,Directeur Technique,9,32,5,4,0,1,1,1,2,Transformation Digitale,Occasionnel,1,3,4,3,4,4,3,2,4,Non,0.22,proche,Senior,0.6666666666666666,0.5,869950,3.25,16.25,0.16666666666666666,0,0,1,0,0,1,0
33,F,5488,Marié(e),Consulting,Manager,1,6,6,5,0,1,2,1,4,Autre,Frequent,1,2,3,4,2,2,1,3,3,Oui,0.13,proche,Junior,0.7142857142857143,0.2857142857142857,181104,2.25,13.5,0.2857142857142857,1,1,-1,0,0,2,2
41,M,19419,Divorcé(e),Consulting,Directeur Technique,2,21,18,16,0,1,2,9,3,Transformation Digitale,Frequent,0,11,1,3,5,3,2,4,3,Non,0.17,moyen_loin,Intermédiaire,0.8421052631578947,0.5789473684210527,796179,2.5,45.0,0.10526315789473684,0,0,0,0,0,2,0
27,F,2811,Marié(e),Consulting,Consultant,9,4,2,2,0,1,2,16,4,Entrepreunariat,Occasionnel,2,2,3,3,1,2,2,3,3,Non,0.14,loin,Junior,0.6666666666666666,0.6666666666666666,75897,2.5,5.0,0.6666666666666666,0,0,0,1,0,1,0
45,M,3633,Marié(e),Consulting,Consultant,1,9,9,8,0,1,2,23,2,Infra & Cloud,Aucun,0,8,4,3,2,1,3,3,3,Oui,0.15,loin,Intermédiaire,0.8,0.8,163485,2.75,24.75,0.2,1,23,0,1,0,0,0
47,F,4163,Célibataire,Commercial,Cadre Commercial,1,9,9,0,0,0,0,4,2,Infra & Cloud,Occasionnel,0,7,4,3,2,4,3,3,3,Oui,0.17,moyen_proche,Senior,0.0,0.7,195661,3.5,31.5,0.0,1,4,0,1,0,1,4
30,F,2132,Marié(e),Consulting,Assistant de Direction,4,7,5,2,1,0,2,22,3,Infra & Cloud,Occasionnel,0,1,1,3,1,3,2,3,3,Oui,0.11,loin,Junior,0.3333333333333333,0.16666666666666666,63960,2.25,11.25,0.3333333333333333,1,22,0,1,0,1,22
50,M,13973,Marié(e),Consulting,Tech Lead,3,22,12,11,0,1,2,24,3,Infra & Cloud,Occasionnel,1,5,4,3,4,3,4,3,3,Oui,0.18,loin,Senior,0.8461538461538461,0.38461538461538464,698650,3.5,42.0,0.15384615384615385,1,24,0,0,0,1,24
38,M,2684,Marié(e),Consulting,Assistant de Direction,0,3,2,1,0,1,0,10,1,Transformation Digitale,Frequent,0,2,3,3,1,3,2,2,3,Non,0.17,moyen_loin,Intermédiaire,0.3333333333333333,0.6666666666666666,101992,2.5,5.0,0.0,0,0,0,1,0,2,0
46,M,10845,Divorcé(e),Consulting,Tech Lead,6,13,8,7,0,1,3,7,2,Transformation Digitale,Occasionnel,0,7,4,3,3,3,2,3,3,Non,0.13,moyen_proche,Senior,0.7777777777777778,0.7777777777777778,498870,3.0,24.0,0.3333333333333333,0,0,0,0,0,1,0
24,F,4377,Divorcé(e),Consulting,Tech Lead,1,5,4,2,0,2,6,17,1,Transformation Digitale,Occasionnel,3,2,4,2,2,3,2,3,3,Non,0.15,loin,Junior,0.4,0.4,105048,3.0,12.0,1.2,0,0,1,1,1,1,0
35,M,3743,Divorcé(e),Consulting,Consultant,1,5,4,2,1,1,2,14,4,Autre,Occasionnel,0,2,3,2,1,2,4,1,4,Oui,0.24,moyen_loin,Intermédiaire,0.4,0.4,131005,2.5,10.0,0.4,1,14,2,1,2,1,14
31,F,4148,Marié(e),Consulting,Tech Lead,1,4,4,3,0,1,1,1,1,Infra & Cloud,Frequent,0,3,3,3,2,1,3,3,3,Non,0.12,proche,Junior,0.6,0.6,128588,2.5,10.0,0.2,0,0,0,1,0,2,0
18,M,1051,Célibataire,Consulting,Assistant de Direction,1,0,0,0,0,0,2,5,2,Infra & Cloud,Aucun,0,0,2,3,1,4,4,3,3,Non,0.15,moyen_proche,Junior,0.0,0.0,18918,3.25,0.0,2.0,0,0,0,1,0,0,0
54,F,10739,Marié(e),Consulting,Tech Lead,8,22,10,7,0,1,2,17,3,Entrepreunariat,Occasionnel,0,8,3,3,3,3,3,3,3,Non,0.11,loin,Senior,0.6363636363636364,0.7272727272727273,579906,3.0,30.0,0.18181818181818182,0,0,0,0,0,1,0
35,F,10388,Divorcé(e),Consulting,Manager,1,16,16,10,0,1,3,25,4,Transformation Digitale,Occasionnel,10,1,3,3,3,3,3,2,3,Oui,0.11,loin,Intermédiaire,0.5882352941176471,0.058823529411764705,363580,2.75,44.0,0.17647058823529413,1,25,0,0,0,1,25
30,F,11416,Marié(e),Consulting,Directeur Technique,0,9,8,7,0,3,4,8,2,Infra & Cloud,Occasionnel,1,7,2,4,3,1,3,2,3,Oui,0.12,moyen_loin,Junior,0.7777777777777778,0.7777777777777778,342480,2.0,16.0,0.4444444444444444,1,8,-1,0,0,1,8
20,F,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,0,1,0,2,11,3,Transformation Digitale,Occasionnel,0,0,4,2,1,1,1,3,3,Oui,0.15,moyen_loin,Junior,0.0,0.0,52000,2.25,2.25,1.0,1,11,1,1,1,1,11
30,F,2422,Célibataire,Consulting,Consultant,0,4,3,2,1,0,3,5,3,Transformation Digitale,Frequent,1,2,2,3,1,2,1,3,3,Non,0.17,moyen_proche,Junior,0.5,0.5,72660,2.0,6.0,0.75,0,0,0,1,0,2,0
26,M,5472,Marié(e),Consulting,Tech Lead,1,8,8,7,0,0,2,2,2,Transformation Digitale,Occasionnel,1,3,4,4,2,4,2,3,3,Non,0.12,proche,Junior,0.7777777777777778,0.3333333333333333,142272,3.25,26.0,0.2222222222222222,0,0,-1,0,0,1,0
22,M,2451,Marié(e),Consulting,Consultant,1,4,4,3,0,1,3,8,1,Infra & Cloud,Occasionnel,1,1,2,1,1,1,1,2,3,Non,0.15,moyen_loin,Junior,0.6,0.2,53922,1.5,6.0,0.6,0,0,2,1,2,1,0
48,M,4240,Célibataire,Consulting,Manager,2,19,2,2,0,0,0,6,3,Infra & Cloud,Occasionnel,2,2,1,2,2,3,4,3,3,Non,0.13,moyen_proche,Senior,0.6666666666666666,0.6666666666666666,203520,2.75,5.5,0.0,0,0,1,1,1,1,0
48,M,10999,Célibataire,Consulting,Manager,7,27,15,11,0,0,3,4,4,Infra & Cloud,Occasionnel,4,8,3,2,3,3,2,3,3,Non,0.14,moyen_proche,Senior,0.6875,0.5,527952,2.75,41.25,0.1875,0,0,1,0,0,1,0
41,F,5003,Célibataire,Consulting,Tech Lead,6,8,2,2,0,0,6,7,2,Transformation Digitale,Occasionnel,2,1,4,3,2,3,2,3,3,Non,0.14,moyen_proche,Intermédiaire,0.6666666666666666,0.3333333333333333,205123,3.0,6.0,2.0,0,0,0,0,0,1,0
39,F,12742,Marié(e),Consulting,Tech Lead,1,21,21,6,0,1,3,1,1,Infra & Cloud,Occasionnel,11,8,4,2,4,4,3,3,3,Non,0.16,proche,Intermédiaire,0.2727272727272727,0.36363636363636365,496938,3.5,73.5,0.13636363636363635,0,0,1,0,0,1,0
27,F,4227,Marié(e),Consulting,Tech Lead,0,4,3,2,0,1,2,2,4,Infra & Cloud,Occasionnel,2,2,1,3,2,4,2,3,3,Non,0.18,proche,Junior,0.5,0.5,114129,2.5,7.5,0.5,0,0,0,1,0,1,0
35,M,3917,Divorcé(e),Consulting,Consultant,1,3,3,2,0,1,4,10,3,Autre,Occasionnel,1,2,2,3,1,4,1,2,4,Non,0.2,moyen_loin,Intermédiaire,0.5,0.5,137095,2.25,6.75,1.0,0,0,1,1,1,1,0
42,M,18303,Marié(e),Commercial,Senior Manager,6,21,1,0,0,0,3,5,2,Marketing,Occasionnel,0,0,4,3,5,3,2,4,3,Non,0.13,moyen_proche,Intermédiaire,0.0,0.0,768726,3.25,3.25,1.5,0,0,0,0,0,1,0
50,M,2380,Marié(e),Consulting,Consultant,4,8,1,0,0,0,5,9,3,Infra & Cloud,Occasionnel,0,0,1,3,1,4,2,3,3,Non,0.18,moyen_loin,Senior,0.0,0.0,119000,2.5,2.5,2.5,0,0,0,1,0,1,0
59,F,13726,Célibataire,Consulting,Tech Lead,3,30,5,3,0,0,4,2,3,Infra & Cloud,Occasionnel,4,3,3,2,4,4,1,3,3,Oui,0.13,proche,Senior,0.5,0.5,809834,2.75,13.75,0.6666666666666666,1,2,1,0,0,1,2
37,F,4777,Marié(e),Consulting,Manager,5,15,1,0,1,0,2,11,2,Transformation Digitale,Occasionnel,0,0,1,1,2,2,1,1,3,Non,0.15,moyen_loin,Intermédiaire,0.0,0.0,176749,1.25,1.25,1.0,0,0,2,1,2,1,0
55,M,6385,Marié(e),Consulting,Manager,3,17,8,7,0,2,3,18,4,Transformation Digitale,Frequent,6,7,3,3,2,2,4,3,3,Oui,0.14,loin,Senior,0.7777777777777778,0.7777777777777778,351175,3.0,24.0,0.3333333333333333,1,18,0,0,0,2,36
41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,21,21,16,0,2,3,7,1,Infra & Cloud,Aucun,5,10,2,1,5,3,2,3,4,Non,0.22,moyen_proche,Intermédiaire,0.7272727272727273,0.45454545454545453,818893,2.5,52.5,0.13636363636363635,0,0,3,0,0,0,0
38,M,6861,Célibataire,Commercial,Cadre Commercial,8,19,1,0,0,0,1,3,4,Infra & Cloud,Occasionnel,0,0,2,3,2,4,3,3,3,Oui,0.12,moyen_proche,Intermédiaire,0.0,0.0,260718,3.0,3.0,0.5,1,3,0,0,0,1,3
26,M,4969,Célibataire,Commercial,Cadre Commercial,8,7,2,2,1,0,6,29,2,Transformation Digitale,Aucun,2,2,2,1,2,1,4,3,3,Non,0.18,loin,Junior,0.6666666666666666,0.6666666666666666,129194,2.5,5.0,2.0,0,0,2,0,0,0,0
52,F,19845,Marié(e),Commercial,Senior Manager,1,33,32,14,1,1,3,2,1,Marketing,Occasionnel,6,9,1,1,5,4,4,3,3,Non,0.15,proche,Senior,0.42424242424242425,0.2727272727272727,1031940,3.0,96.0,0.09090909090909091,0,0,2,0,0,1,0
44,F,13320,Marié(e),Commercial,Cadre Commercial,3,23,12,11,0,1,2,28,3,Transformation Digitale,Occasionnel,11,11,4,4,4,4,3,3,3,Oui,0.18,loin,Intermédiaire,0.8461538461538461,0.8461538461538461,586080,3.5,42.0,0.15384615384615385,1,28,-1,0,0,1,28
50,F,6347,Marié(e),Commercial,Cadre Commercial,0,19,18,7,0,1,3,1,3,Infra & Cloud,Aucun,0,13,4,3,2,3,1,3,3,Non,0.12,proche,Senior,0.3684210526315789,0.6842105263157895,317350,2.75,49.5,0.15789473684210525,0,0,0,0,0,0,0
36,F,2743,Célibataire,Consulting,Consultant,1,18,17,13,1,0,1,16,4,Infra & Cloud,Occasionnel,15,14,3,4,1,1,3,3,3,Non,0.16,loin,Intermédiaire,0.7222222222222222,0.7777777777777778,98748,2.5,42.5,0.05555555555555555,0,0,-1,1,-1,1,0
39,F,10880,Célibataire,Consulting,Tech Lead,1,21,21,6,0,0,2,22,3,Transformation Digitale,Frequent,2,8,4,3,3,1,3,3,3,Oui,0.13,loin,Intermédiaire,0.2727272727272727,0.36363636363636365,424320,2.75,57.75,0.09090909090909091,1,22,0,0,0,2,44
33,F,2342,Célibataire,Commercial,Représentant Commercial,0,3,2,2,0,0,2,8,1,Infra & Cloud,Aucun,2,2,2,2,1,4,4,2,3,Non,0.19,moyen_loin,Junior,0.6666666666666666,0.6666666666666666,77286,3.0,6.0,0.6666666666666666,0,0,1,1,1,0,0
45,F,17650,Marié(e),Commercial,Senior Manager,3,26,9,3,0,1,4,11,2,Infra & Cloud,Occasionnel,1,1,4,3,4,4,2,4,3,Non,0.13,moyen_loin,Intermédiaire,0.3,0.1,794250,3.5,31.5,0.4,0,0,0,0,0,1,0
32,F,4025,Célibataire,Consulting,Consultant,9,10,8,7,0,0,2,29,4,Transformation Digitale,Aucun,7,7,4,3,1,3,2,3,3,Non,0.12,loin,Junior,0.7777777777777778,0.7777777777777778,128800,3.0,24.0,0.2222222222222222,0,0,0,1,0,0,0
34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,0,1,2,1,4,Marketing,Occasionnel,0,9,2,4,2,4,4,2,3,Non,0.11,proche,Junior,0.0625,0.5625,330650,3.0,45.0,0.125,0,0,-1,0,0,1,0
59,M,11904,Marié(e),Commercial,Senior Manager,3,14,6,4,0,1,1,1,2,Entrepreunariat,Occasionnel,0,4,2,3,3,4,3,1,3,Oui,0.14,proche,Senior,0.5714285714285714,0.5714285714285714,702336,2.5,15.0,0.14285714285714285,1,1,0,0,0,1,1
45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,0,0,3,24,4,Transformation Digitale,Occasionnel,0,4,2,3,1,2,1,3,3,Non,0.16,loin,Intermédiaire,0.42857142857142855,0.5714285714285714,97965,2.0,12.0,0.42857142857142855,0,0,0,1,0,1,0
53,F,7525,Marié(e),Commercial,Cadre Commercial,2,30,15,7,0,1,2,2,3,Marketing,Frequent,6,12,3,2,3,2,1,3,3,Non,0.12,proche,Senior,0.4375,0.75,398825,2.25,33.75,0.125,0,0,1,0,0,2,0
36,M,4834,Divorcé(e),Consulting,Consultant,7,9,1,0,1,1,3,15,3,Autre,Occasionnel,0,0,1,3,2,3,2,2,3,Non,0.14,loin,Intermédiaire,0.0,0.0,174024,2.0,2.0,1.5,0,0,0,1,0,1,0
26,M,2042,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,1,2,2,3,Infra & Cloud,Frequent,1,2,1,3,1,1,2,3,3,Oui,0.14,proche,Junior,0.5,0.5,53092,1.75,5.25,0.5,1,2,0,1,0,2,4
34,F,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,0,1,2,10,4,Infra & Cloud,Occasionnel,0,0,3,3,1,3,4,3,3,Oui,0.19,moyen_loin,Junior,0.5,0.0,75480,3.25,3.25,1.0,1,10,0,1,0,1,10
28,M,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,0,0,5,10,1,Transformation Digitale,Occasionnel,0,0,4,3,1,2,2,3,4,Non,0.22,moyen_loin,Junior,0.0,0.0,29456,2.75,2.75,2.5,0,0,1,1,1,1,0
