age,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augementation_salaire_precedente,genre_binaire,tranche_age,ratio_stagnation,ratio_sous_responsable,age_revenu,satisfaction_moyenne,interaction_satisfaction_anciennete,taux_de_formation,heures_supplementaires_binaire,interaction_distance_heures_sup,frequence_deplacement_num,surmenage_transports
22,2451,Marié(e),Consulting,Consultant,1,4,4,3,0,1,3,8,1,Infra & Cloud,1,1,2,1,1,1,1,2,3,0.15,1,Junior,0.6,0.2,53922,1.5,6.0,0.6,0,0,1,0
48,4240,Célibataire,Consulting,Manager,2,19,2,2,0,0,0,6,3,Infra & Cloud,2,2,1,2,2,3,4,3,3,0.13,1,Senior,0.6666666666666666,0.6666666666666666,203520,2.75,5.5,0.0,0,0,1,0
48,10999,Célibataire,Consulting,Manager,7,27,15,11,0,0,3,4,4,Infra & Cloud,4,8,3,2,3,3,2,3,3,0.14,1,Senior,0.6875,0.5,527952,2.75,41.25,0.1875,0,0,1,0
41,5003,Célibataire,Consulting,Tech Lead,6,8,2,2,0,0,6,7,2,Transformation Digitale,2,1,4,3,2,3,2,3,3,0.14,0,Intermédiaire,0.6666666666666666,0.3333333333333333,205123,3.0,6.0,2.0,0,0,1,0
39,12742,Marié(e),Consulting,Tech Lead,1,21,21,6,0,1,3,1,1,Infra & Cloud,11,8,4,2,4,4,3,3,3,0.16,0,Intermédiaire,0.2727272727272727,0.36363636363636365,496938,3.5,73.5,0.13636363636363635,0,0,1,0
27,4227,Marié(e),Consulting,Tech Lead,0,4,3,2,0,1,2,2,4,Infra & Cloud,2,2,1,3,2,4,2,3,3,0.18,0,Junior,0.5,0.5,114129,2.5,7.5,0.5,0,0,1,0
35,3917,Divorcé(e),Consulting,Consultant,1,3,3,2,0,1,4,10,3,Autre,1,2,2,3,1,4,1,2,4,0.2,1,Intermédiaire,0.5,0.5,137095,2.25,6.75,1.0,0,0,1,0
42,18303,Marié(e),Commercial,Senior Manager,6,21,1,0,0,0,3,5,2,Marketing,0,0,4,3,5,3,2,4,3,0.13,1,Intermédiaire,0.0,0.0,768726,3.25,3.25,1.5,0,0,1,0
50,2380,Marié(e),Consulting,Consultant,4,8,1,0,0,0,5,9,3,Infra & Cloud,0,0,1,3,1,4,2,3,3,0.18,1,Senior,0.0,0.0,119000,2.5,2.5,2.5,0,0,1,0
59,13726,Célibataire,Consulting,Tech Lead,3,30,5,3,0,0,4,2,3,Infra & Cloud,4,3,3,2,4,4,1,3,3,0.13,0,Senior,0.5,0.5,809834,2.75,13.75,0.6666666666666666,1,2,1,2
37,4777,Marié(e),Consulting,Manager,5,15,1,0,1,0,2,11,2,Transformation Digitale,0,0,1,1,2,2,1,1,3,0.15,0,Intermédiaire,0.0,0.0,176749,1.25,1.25,1.0,0,0,1,0
55,6385,Marié(e),Consulting,Manager,3,17,8,7,0,2,3,18,4,Transformation Digitale,6,7,3,3,2,2,4,3,3,0.14,1,Senior,0.7777777777777778,0.7777777777777778,351175,3.0,24.0,0.3333333333333333,1,18,2,36
41,19973,Divorcé(e),Consulting,Directeur Technique,1,21,21,16,0,2,3,7,1,Infra & Cloud,5,10,2,1,5,3,2,3,4,0.22,0,Intermédiaire,0.7272727272727273,0.45454545454545453,818893,2.5,52.5,0.13636363636363635,0,0,0,0
38,6861,Célibataire,Commercial,Cadre Commercial,8,19,1,0,0,0,1,3,4,Infra & Cloud,0,0,2,3,2,4,3,3,3,0.12,1,Intermédiaire,0.0,0.0,260718,3.0,3.0,0.5,1,3,1,3
26,4969,Célibataire,Commercial,Cadre Commercial,8,7,2,2,1,0,6,29,2,Transformation Digitale,2,2,2,1,2,1,4,3,3,0.18,1,Junior,0.6666666666666666,0.6666666666666666,129194,2.5,5.0,2.0,0,0,0,0
52,19845,Marié(e),Commercial,Senior Manager,1,33,32,14,1,1,3,2,1,Marketing,6,9,1,1,5,4,4,3,3,0.15,0,Senior,0.42424242424242425,0.2727272727272727,1031940,3.0,96.0,0.09090909090909091,0,0,1,0
44,13320,Marié(e),Commercial,Cadre Commercial,3,23,12,11,0,1,2,28,3,Transformation Digitale,11,11,4,4,4,4,3,3,3,0.18,0,Intermédiaire,0.8461538461538461,0.8461538461538461,586080,3.5,42.0,0.15384615384615385,1,28,1,28
50,6347,Marié(e),Commercial,Cadre Commercial,0,19,18,7,0,1,3,1,3,Infra & Cloud,0,13,4,3,2,3,1,3,3,0.12,0,Senior,0.3684210526315789,0.6842105263157895,317350,2.75,49.5,0.15789473684210525,0,0,0,0
36,2743,Célibataire,Consulting,Consultant,1,18,17,13,1,0,1,16,4,Infra & Cloud,15,14,3,4,1,1,3,3,3,0.16,0,Intermédiaire,0.7222222222222222,0.7777777777777778,98748,2.5,42.5,0.05555555555555555,0,0,1,0
39,10880,Célibataire,Consulting,Tech Lead,1,21,21,6,0,0,2,22,3,Transformation Digitale,2,8,4,3,3,1,3,3,3,0.13,0,Intermédiaire,0.2727272727272727,0.36363636363636365,424320,2.75,57.75,0.09090909090909091,1,22,2,44
33,2342,Célibataire,Commercial,Représentant Commercial,0,3,2,2,0,0,2,8,1,Infra & Cloud,2,2,2,2,1,4,4,2,3,0.19,0,Junior,0.6666666666666666,0.6666666666666666,77286,3.0,6.0,0.6666666666666666,0,0,0,0
45,17650,Marié(e),Commercial,Senior Manager,3,26,9,3,0,1,4,11,2,Infra & Cloud,1,1,4,3,4,4,2,4,3,0.13,0,Intermédiaire,0.3,0.1,794250,3.5,31.5,0.4,0,0,1,0
32,4025,Célibataire,Consulting,Consultant,9,10,8,7,0,0,2,29,4,Transformation Digitale,7,7,4,3,1,3,2,3,3,0.12,0,Junior,0.7777777777777778,0.7777777777777778,128800,3.0,24.0,0.2222222222222222,0,0,0,0
34,9725,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,0,1,2,1,4,Marketing,0,9,2,4,2,4,4,2,3,0.11,1,Junior,0.0625,0.5625,330650,3.0,45.0,0.125,0,0,1,0
59,11904,Marié(e),Commercial,Senior Manager,3,14,6,4,0,1,1,1,2,Entrepreunariat,0,4,2,3,3,4,3,1,3,0.14,1,Senior,0.5714285714285714,0.5714285714285714,702336,2.5,15.0,0.14285714285714285,1,1,1,1
45,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,0,0,3,24,4,Transformation Digitale,0,4,2,3,1,2,1,3,3,0.16,1,Intermédiaire,0.42857142857142855,0.5714285714285714,97965,2.0,12.0,0.42857142857142855,0,0,1,0
53,7525,Marié(e),Commercial,Cadre Commercial,2,30,15,7,0,1,2,2,3,Marketing,6,12,3,2,3,2,1,3,3,0.12,0,Senior,0.4375,0.75,398825,2.25,33.75,0.125,0,0,2,0
36,4834,Divorcé(e),Consulting,Consultant,7,9,1,0,1,1,3,15,3,Autre,0,0,1,3,2,3,2,2,3,0.14,1,Intermédiaire,0.0,0.0,174024,2.0,2.0,1.5,0,0,1,0
26,2042,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,1,2,2,3,Infra & Cloud,1,2,1,3,1,1,2,3,3,0.14,1,Junior,0.5,0.5,53092,1.75,5.25,0.5,1,2,2,4
34,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,0,1,2,10,4,Infra & Cloud,0,0,3,3,1,3,4,3,3,0.19,0,Junior,0.5,0.0,75480,3.25,3.25,1.0,1,10,1,10
28,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,0,0,5,10,1,Transformation Digitale,0,0,4,3,1,2,2,3,4,0.22,1,Junior,0.0,0.0,29456,2.75,2.75,2.5,0,0,1,0
38,2821,Marié(e),Consulting,Assistant de Direction,3,8,2,2,0,1,2,3,4,Autre,2,2,3,3,1,3,1,3,3,0.16,1,Intermédiaire,0.6666666666666666,0.6666666666666666,107198,2.5,5.0,0.6666666666666666,0,0,2,0
50,19237,Marié(e),Consulting,Directeur Technique,2,29,8,1,0,1,2,2,4,Transformation Digitale,7,7,2,3,5,3,4,2,3,0.11,1,Senior,0.1111111111111111,0.7777777777777778,961850,2.75,22.0,0.2222222222222222,1,2,1,2
37,4107,Célibataire,Consulting,Manager,3,8,4,3,0,0,3,3,3,Autre,0,1,4,3,2,2,1,2,3,0.15,0,Intermédiaire,0.6,0.2,151959,2.25,9.0,0.6,0,0,1,0
40,8396,Marié(e),Commercial,Cadre Commercial,1,8,7,7,0,1,3,26,3,Marketing,7,5,3,3,2,1,2,2,3,0.14,1,Intermédiaire,0.875,0.625,335840,2.0,14.0,0.375,0,0,1,0
26,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,0,2,5,1,1,Transformation Digitale,1,3,1,2,1,3,3,3,3,0.13,0,Junior,0.5,0.5,52182,2.5,12.5,0.8333333333333334,0,0,2,0
46,19627,Divorcé(e),Consulting,Directeur Technique,9,23,2,2,0,2,0,1,4,Transformation Digitale,2,2,4,3,5,4,4,3,3,0.17,1,Senior,0.6666666666666666,0.6666666666666666,902842,3.75,7.5,0.0,0,0,1,0
54,10686,Marié(e),Commercial,Cadre Commercial,6,13,9,4,0,1,4,2,4,Infra & Cloud,7,0,3,2,3,3,2,3,3,0.11,0,Senior,0.4,0.0,577044,2.75,24.75,0.4,0,0,1,0
56,2942,Marié(e),Consulting,Assistant de Direction,2,18,5,4,0,1,4,9,3,Transformation Digitale,0,3,1,3,1,3,2,3,3,0.19,0,Senior,0.6666666666666666,0.5,164752,2.25,11.25,0.6666666666666666,0,0,2,0
36,8858,Célibataire,Consulting,Tech Lead,0,15,14,8,0,0,2,12,5,Transformation Digitale,7,8,4,2,3,4,2,2,3,0.11,0,Intermédiaire,0.5333333333333333,0.5333333333333333,318888,3.0,42.0,0.13333333333333333,0,0,1,0
55,16756,Célibataire,Consulting,Senior Manager,7,31,9,7,0,0,3,2,1,Transformation Digitale,6,2,3,2,4,1,2,4,3,0.15,1,Senior,0.7,0.2,921580,2.5,22.5,0.3,0,0,0,0
43,10798,Divorcé(e),Commercial,Cadre Commercial,5,18,1,0,0,1,5,25,3,Transformation Digitale,0,0,3,2,3,4,3,3,3,0.13,1,Intermédiaire,0.0,0.0,464314,3.25,3.25,2.5,0,0,1,0
20,2323,Célibataire,Commercial,Représentant Commercial,1,2,2,2,1,0,3,9,3,Marketing,0,2,4,3,1,4,2,3,3,0.14,0,Junior,0.6666666666666666,0.6666666666666666,46460,3.25,6.5,1.0,1,9,2,18
21,1416,Célibataire,Consulting,Consultant,1,1,1,0,1,0,6,10,3,Infra & Cloud,1,0,3,2,1,1,1,2,3,0.13,0,Junior,0.0,0.0,29736,1.75,1.75,3.0,0,0,1,0
46,4615,Divorcé(e),Consulting,Assistant de Direction,8,19,16,13,0,3,2,8,4,Infra & Cloud,1,7,4,2,2,1,1,3,4,0.23,0,Senior,0.7647058823529411,0.4117647058823529,212290,2.25,36.0,0.11764705882352941,1,8,1,8
51,2461,Marié(e),Consulting,Assistant de Direction,9,18,10,0,1,3,2,4,4,Infra & Cloud,2,7,1,3,1,3,3,4,3,0.12,1,Senior,0.0,0.6363636363636364,125511,2.75,27.5,0.18181818181818182,1,4,1,4
28,8722,Célibataire,Consulting,Manager,1,10,10,7,1,0,2,24,2,Entrepreunariat,1,9,2,2,3,1,1,2,3,0.12,1,Junior,0.6363636363636364,0.8181818181818182,244216,1.5,15.0,0.18181818181818182,0,0,0,0
26,3955,Marié(e),Consulting,Consultant,1,6,5,3,0,2,2,1,2,Transformation Digitale,1,3,1,2,1,1,1,3,3,0.16,1,Junior,0.5,0.5,102830,1.5,7.5,0.3333333333333333,0,0,1,0
30,9957,Marié(e),Consulting,Tech Lead,0,7,6,2,0,1,1,20,3,Autre,0,2,3,3,2,1,3,2,3,0.15,1,Junior,0.2857142857142857,0.2857142857142857,298710,2.25,13.5,0.14285714285714285,0,0,1,0
41,3376,Marié(e),Consulting,Assistant de Direction,1,10,10,6,0,0,3,7,2,Entrepreunariat,0,8,2,4,1,3,3,3,3,0.13,0,Intermédiaire,0.5454545454545454,0.7272727272727273,138416,2.75,27.5,0.2727272727272727,0,0,1,0
38,8823,Marié(e),Consulting,Manager,0,20,19,9,0,1,4,17,1,Infra & Cloud,1,9,3,2,3,3,1,2,3,0.18,0,Intermédiaire,0.45,0.45,335274,2.25,42.75,0.2,0,0,1,0
40,10322,Marié(e),Consulting,Manager,4,14,11,10,0,1,6,20,4,Entrepreunariat,11,1,1,3,3,4,4,3,4,0.2,1,Intermédiaire,0.8333333333333334,0.08333333333333333,412880,3.0,33.0,0.5,0,0,1,0
27,4621,Marié(e),Consulting,Consultant,1,3,3,2,0,3,4,8,5,Infra & Cloud,1,2,1,1,1,3,4,3,3,0.19,1,Junior,0.5,0.5,124767,2.75,8.25,1.0,0,0,0,0
55,10976,Marié(e),Consulting,Tech Lead,3,23,3,2,0,1,4,2,1,Infra & Cloud,1,2,4,3,3,2,2,3,3,0.18,1,Senior,0.5,0.5,603680,2.75,8.25,1.0,0,0,2,0
28,3660,Célibataire,Consulting,Assistant de Direction,3,10,8,7,0,0,4,10,3,Autre,1,7,3,3,2,3,4,4,3,0.13,0,Junior,0.7777777777777778,0.7777777777777778,102480,3.5,28.0,0.4444444444444444,0,0,1,0
44,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,24,20,6,1,1,1,1,2,Transformation Digitale,3,6,2,2,3,1,4,3,3,0.14,1,Intermédiaire,0.2857142857142857,0.2857142857142857,461208,2.5,50.0,0.047619047619047616,0,0,1,0
33,7119,Divorcé(e),Consulting,Manager,4,9,3,2,0,1,2,5,3,Infra & Cloud,1,2,4,2,3,4,3,3,3,0.15,1,Junior,0.5,0.5,234927,3.5,10.5,0.5,0,0,1,0
35,9582,Célibataire,Commercial,Cadre Commercial,0,9,8,7,1,0,2,4,3,Entrepreunariat,4,7,4,3,3,1,1,3,4,0.22,1,Intermédiaire,0.7777777777777778,0.7777777777777778,335370,2.25,18.0,0.2222222222222222,1,4,1,4
33,4508,Célibataire,Consulting,Assistant de Direction,1,14,13,7,1,0,4,29,4,Transformation Digitale,3,8,1,2,2,3,2,3,4,0.22,0,Junior,0.5,0.5714285714285714,148764,2.25,29.25,0.2857142857142857,0,0,2,0
28,2207,Divorcé(e),Consulting,Consultant,1,4,4,2,0,1,5,15,2,Infra & Cloud,2,2,1,3,1,3,4,2,3,0.16,1,Junior,0.4,0.4,61796,2.5,10.0,1.0,0,0,1,0
34,7756,Célibataire,Consulting,Manager,0,7,6,2,0,0,1,3,1,Infra & Cloud,0,4,1,3,2,4,3,2,3,0.17,1,Junior,0.2857142857142857,0.5714285714285714,263704,2.5,15.0,0.14285714285714285,0,0,2,0
37,6694,Divorcé(e),Commercial,Cadre Commercial,2,8,1,0,0,3,5,10,4,Infra & Cloud,0,0,4,2,2,4,3,3,3,0.14,0,Intermédiaire,0.0,0.0,247678,3.5,3.5,2.5,1,10,1,10
25,3691,Marié(e),Consulting,Consultant,1,7,7,7,1,1,3,4,1,Entrepreunariat,5,6,4,3,1,4,2,4,3,0.15,1,Junior,0.875,0.75,92275,3.5,24.5,0.375,1,4,1,4
26,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,1,1,0,21,3,Transformation Digitale,0,0,1,3,1,3,3,2,4,0.2,1,Junior,0.5,0.0,61802,2.25,2.25,0.0,0,0,1,0
33,2313,Célibataire,Consulting,Assistant de Direction,4,5,2,2,1,0,0,25,3,Transformation Digitale,2,2,1,2,1,2,2,3,4,0.2,1,Junior,0.6666666666666666,0.6666666666666666,76329,2.0,4.0,0.0,1,25,1,25
42,17665,Marié(e),Consulting,Senior Manager,0,23,22,6,0,1,3,2,2,Transformation Digitale,13,7,4,3,4,1,4,3,3,0.17,1,Intermédiaire,0.2608695652173913,0.30434782608695654,741930,3.0,66.0,0.13043478260869565,0,0,1,0
28,2596,Divorcé(e),Consulting,Consultant,1,1,1,0,1,2,2,1,3,Transformation Digitale,0,0,1,2,1,2,1,3,3,0.15,1,Junior,0.0,0.0,72688,1.75,1.75,1.0,0,0,2,0
50,4728,Célibataire,Commercial,Cadre Commercial,3,5,0,0,1,0,4,1,4,Autre,0,0,4,3,2,3,4,3,3,0.14,1,Senior,0.0,0.0,236400,3.5,0.0,4.0,1,1,2,2
33,4302,Marié(e),Commercial,Cadre Commercial,0,4,3,2,0,1,3,7,3,Infra & Cloud,0,2,4,3,2,2,3,3,3,0.17,0,Junior,0.5,0.5,141966,3.0,9.0,0.75,0,0,2,0
34,2979,Marié(e),Consulting,Assistant de Direction,3,6,0,0,0,3,2,3,4,Infra & Cloud,0,0,3,2,1,4,4,3,3,0.17,1,Junior,0.0,0.0,101286,3.5,0.0,2.0,0,0,0,0
48,16885,Célibataire,Consulting,Senior Manager,2,27,5,4,0,0,3,1,4,Transformation Digitale,2,1,1,4,4,4,3,2,4,0.22,1,Senior,0.6666666666666666,0.16666666666666666,810480,2.5,12.5,0.5,0,0,0,0
45,5593,Marié(e),Commercial,Cadre Commercial,1,15,15,10,0,1,2,9,4,Infra & Cloud,4,12,2,2,2,3,4,3,3,0.13,0,Intermédiaire,0.625,0.75,251685,3.0,45.0,0.125,0,0,0,0
52,10445,Célibataire,Consulting,Manager,7,18,8,6,0,0,4,7,4,Infra & Cloud,4,0,2,3,3,2,4,3,3,0.19,1,Senior,0.6666666666666666,0.0,543140,2.75,22.0,0.4444444444444444,0,0,1,0
38,8740,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,0,2,2,10,4,Marketing,2,7,3,2,3,3,2,3,3,0.14,1,Intermédiaire,0.7777777777777778,0.7777777777777778,332120,2.75,22.0,0.2222222222222222,1,10,1,10
29,2514,Divorcé(e),Consulting,Assistant de Direction,4,11,7,5,0,1,1,28,4,Infra & Cloud,1,7,3,3,1,4,1,3,4,0.22,0,Junior,0.625,0.875,72906,2.75,19.25,0.125,0,0,1,0
28,7655,Divorcé(e),Consulting,Tech Lead,0,10,9,7,0,3,3,3,3,Transformation Digitale,1,7,4,3,3,2,2,2,3,0.17,0,Junior,0.7,0.7,214340,2.5,22.5,0.3,0,0,1,0
46,17465,Marié(e),Commercial,Senior Manager,3,23,12,9,0,1,3,3,1,Marketing,4,9,1,3,4,3,4,3,3,0.12,1,Senior,0.6923076923076923,0.6923076923076923,803390,2.75,33.0,0.23076923076923078,0,0,1,0
38,7351,Célibataire,Commercial,Cadre Commercial,7,10,1,0,0,0,2,2,2,Marketing,0,0,4,3,3,2,3,3,3,0.16,1,Intermédiaire,0.0,0.0,279338,3.0,3.0,1.0,0,0,1,0
43,10820,Marié(e),Consulting,Tech Lead,8,18,8,7,0,1,1,27,3,Infra & Cloud,0,1,3,3,3,1,3,3,3,0.11,0,Intermédiaire,0.7777777777777778,0.1111111111111111,465260,2.5,20.0,0.1111111111111111,0,0,2,0
39,12169,Divorcé(e),Consulting,Manager,7,21,18,7,1,3,4,2,3,Infra & Cloud,11,5,1,3,4,4,4,3,3,0.11,1,Intermédiaire,0.3684210526315789,0.2631578947368421,474591,3.0,54.0,0.21052631578947367,0,0,2,0
40,19626,Célibataire,Consulting,Directeur Technique,1,21,20,7,0,0,2,14,3,Transformation Digitale,4,9,3,2,5,3,1,4,3,0.14,1,Intermédiaire,0.3333333333333333,0.42857142857142855,785040,2.75,55.0,0.09523809523809523,0,0,1,0
21,2070,Célibataire,Consulting,Assistant de Direction,1,2,2,2,0,0,6,1,1,Entrepreunariat,2,2,4,2,1,2,3,4,3,0.11,0,Junior,0.6666666666666666,0.6666666666666666,43470,3.25,6.5,2.0,1,1,1,1
39,6782,Célibataire,Consulting,Consultant,9,9,5,4,0,0,2,9,3,Infra & Cloud,0,3,3,3,2,2,3,2,3,0.15,1,Intermédiaire,0.6666666666666666,0.5,264498,2.5,12.5,0.3333333333333333,0,0,0,0
36,7779,Célibataire,Consulting,Tech Lead,2,18,11,9,0,0,0,18,4,Infra & Cloud,0,9,1,3,2,4,1,3,4,0.2,1,Intermédiaire,0.75,0.75,280044,2.25,24.75,0.0,0,0,0,0
31,2791,Marié(e),Commercial,Représentant Commercial,0,3,2,2,0,1,4,20,3,Infra & Cloud,2,2,3,4,1,4,1,3,3,0.12,1,Junior,0.6666666666666666,0.6666666666666666,86521,2.75,5.5,1.3333333333333333,0,0,2,0
28,3201,Marié(e),Consulting,Assistant de Direction,0,6,5,3,0,0,2,2,1,Infra & Cloud,0,4,1,2,1,2,1,1,3,0.17,1,Junior,0.5,0.6666666666666666,89628,1.25,6.25,0.3333333333333333,0,0,1,0
35,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,0,1,3,11,2,Marketing,0,2,4,3,2,4,4,3,3,0.11,1,Intermédiaire,0.3333333333333333,0.3333333333333333,173880,3.75,18.75,0.5,0,0,2,0
49,13120,Marié(e),Commercial,Cadre Commercial,6,22,9,8,0,1,3,8,4,Entrepreunariat,2,3,4,2,4,2,2,3,3,0.17,1,Senior,0.8,0.3,642880,2.75,24.75,0.3,0,0,1,0
34,4033,Célibataire,Consulting,Tech Lead,2,5,3,2,0,0,3,2,2,Infra & Cloud,0,2,4,3,2,3,4,2,3,0.11,1,Junior,0.5,0.5,137122,3.25,9.75,0.75,0,0,2,0
29,3291,Divorcé(e),Consulting,Assistant de Direction,0,8,7,5,0,2,2,10,3,Infra & Cloud,1,1,4,3,1,2,4,2,3,0.14,0,Junior,0.625,0.125,95439,3.0,21.0,0.25,0,0,2,0
42,4272,Célibataire,Consulting,Consultant,4,16,1,0,0,0,3,29,3,Transformation Digitale,0,0,2,1,2,4,1,3,3,0.19,1,Intermédiaire,0.0,0.0,179424,2.5,2.5,1.5,0,0,1,0
29,5056,Marié(e),Consulting,Tech Lead,1,10,10,7,0,1,2,8,1,Transformation Digitale,1,2,2,2,2,4,3,2,3,0.15,1,Junior,0.6363636363636364,0.18181818181818182,146624,2.75,27.5,0.18181818181818182,1,8,1,8
38,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,7,6,0,1,2,1,3,Ressources Humaines,5,0,3,4,1,3,4,4,3,0.13,1,Intermédiaire,0.75,0.0,108072,3.5,24.5,0.25,0,0,1,0
28,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,3,1,0,1,2,6,3,Infra & Cloud,0,2,3,2,1,3,4,3,3,0.14,1,Junior,0.25,0.5,75684,3.25,9.75,0.5,1,6,2,12
18,1904,Célibataire,Consulting,Consultant,1,0,0,0,1,0,0,8,1,Transformation Digitale,0,0,3,3,1,3,4,3,3,0.12,1,Junior,0.0,0.0,34272,3.25,0.0,0.0,0,0,0,0
33,8224,Célibataire,Commercial,Cadre Commercial,0,6,5,2,1,0,3,9,4,Marketing,0,3,1,3,2,1,1,3,3,0.17,0,Junior,0.3333333333333333,0.5,271392,1.5,7.5,0.5,1,9,1,9
41,4766,Marié(e),Consulting,Consultant,3,6,1,0,0,1,4,12,4,Infra & Cloud,0,0,2,3,1,4,1,3,3,0.11,1,Intermédiaire,0.0,0.0,195406,2.5,2.5,2.0,1,12,1,12
31,2610,Marié(e),Consulting,Consultant,1,2,2,2,1,1,5,15,3,Transformation Digitale,2,2,3,3,1,3,3,2,3,0.12,1,Junior,0.6666666666666666,0.6666666666666666,80910,2.75,5.5,1.6666666666666667,0,0,2,0
37,5731,Divorcé(e),Consulting,Manager,7,9,6,2,0,2,2,25,2,Transformation Digitale,1,3,3,2,2,4,3,3,3,0.13,0,Intermédiaire,0.2857142857142857,0.42857142857142855,212047,3.25,19.5,0.2857142857142857,0,0,1,0
27,2539,Marié(e),Consulting,Assistant de Direction,1,4,4,2,0,1,0,6,3,Infra & Cloud,2,2,4,2,1,3,3,3,3,0.13,1,Junior,0.4,0.4,68553,3.25,13.0,0.0,0,0,1,0
34,5714,Marié(e),Commercial,Cadre Commercial,1,6,6,5,0,0,3,9,1,Infra & Cloud,1,3,2,3,2,3,1,2,4,0.2,0,Junior,0.7142857142857143,0.42857142857142855,194276,2.0,12.0,0.42857142857142855,0,0,1,0
35,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,6,5,4,0,0,2,8,4,Entrepreunariat,1,4,3,3,1,3,2,1,3,0.17,1,Intermédiaire,0.6666666666666666,0.6666666666666666,151305,2.25,11.25,0.3333333333333333,0,0,1,0
29,7336,Marié(e),Commercial,Cadre Commercial,1,11,11,8,1,1,3,23,1,Infra & Cloud,3,10,4,2,3,1,1,1,3,0.13,0,Junior,0.6666666666666666,0.8333333333333334,212744,1.75,19.25,0.25,0,0,1,0
40,13499,Célibataire,Consulting,Directeur Technique,9,20,18,7,0,0,3,9,4,Transformation Digitale,2,13,2,3,3,3,3,2,3,0.17,0,Intermédiaire,0.3684210526315789,0.6842105263157895,539960,2.5,45.0,0.15789473684210525,0,0,2,0
42,13758,Célibataire,Commercial,Cadre Commercial,0,22,21,9,1,0,2,12,3,Infra & Cloud,13,14,3,3,4,1,2,2,3,0.12,1,Intermédiaire,0.4090909090909091,0.6363636363636364,577836,2.0,42.0,0.09090909090909091,1,12,2,24
42,5155,Célibataire,Commercial,Cadre Commercial,7,9,6,4,0,0,3,4,4,Marketing,1,5,2,3,2,1,4,4,3,0.13,1,Intermédiaire,0.5714285714285714,0.7142857142857143,216510,2.75,16.5,0.42857142857142855,0,0,1,0
35,2258,Marié(e),Consulting,Consultant,6,10,8,0,0,1,2,1,4,Transformation Digitale,1,7,4,2,1,3,2,3,3,0.12,1,Intermédiaire,0.0,0.7777777777777778,79030,3.0,24.0,0.2222222222222222,0,0,1,0
24,3597,Célibataire,Consulting,Consultant,8,6,4,3,0,0,2,24,3,Transformation Digitale,1,2,4,3,1,2,4,3,4,0.22,1,Junior,0.6,0.4,86328,3.25,13.0,0.4,0,0,1,0
28,2515,Marié(e),Consulting,Consultant,1,1,1,1,1,0,4,12,1,Infra & Cloud,0,0,3,3,1,4,4,2,3,0.11,0,Junior,0.5,0.0,70420,3.25,3.25,2.0,1,12,1,12
26,4420,Marié(e),Consulting,Consultant,1,8,8,7,0,1,2,3,4,Transformation Digitale,0,7,1,4,1,4,2,3,4,0.22,1,Junior,0.7777777777777778,0.7777777777777778,114920,2.5,20.0,0.2222222222222222,0,0,1,0
30,6578,Marié(e),Commercial,Cadre Commercial,1,10,10,3,0,1,3,10,3,Marketing,1,4,3,2,2,3,1,3,3,0.18,1,Junior,0.2727272727272727,0.36363636363636365,197340,2.5,25.0,0.2727272727272727,0,0,1,0
40,4422,Marié(e),Consulting,Assistant de Direction,3,16,1,1,0,1,3,26,2,Transformation Digitale,0,0,3,2,2,4,4,1,3,0.13,0,Intermédiaire,0.5,0.0,176880,3.0,3.0,1.5,1,26,2,52
35,10274,Divorcé(e),Consulting,Tech Lead,2,15,7,7,0,1,2,2,3,Infra & Cloud,6,4,3,2,3,2,2,4,3,0.18,1,Intermédiaire,0.875,0.5,359590,2.75,19.25,0.25,0,0,1,0
34,5343,Célibataire,Consulting,Manager,0,14,13,9,0,0,3,1,3,Transformation Digitale,4,9,4,2,2,1,3,3,4,0.2,1,Junior,0.6428571428571429,0.6428571428571429,181662,2.75,35.75,0.21428571428571427,0,0,2,0
35,2376,Marié(e),Consulting,Consultant,1,2,2,2,0,1,2,4,4,Autre,2,2,4,2,1,4,2,4,3,0.13,1,Intermédiaire,0.6666666666666666,0.6666666666666666,83160,3.5,7.0,0.6666666666666666,0,0,2,0
